% 1. Title: Premiership Data 2013 Season With 3 Bokies And Match Rating

% 2. Source: http://www.football-data.co.uk/data.php



@relation Premiership2013
@attribute 'HomeTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Bradford, Burnley, Charlton, Chelsea, Coventry, CrystalPalace, Derby, Everton, Fulham, Hull, Ipswich, Leeds, Leicester, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'AwayTeam' { Arsenal, AstonVilla, Birmingham, Blackburn, Blackpool, Bolton, Bradford, Burnley, Charlton, Chelsea, Coventry, CrystalPalace, Derby, Everton, Fulham, Hull, Ipswich, Leeds, Leicester, Liverpool, ManCity, ManUnited, Middlesbrough, Newcastle, Norwich, NottinghamForest, Portsmouth, QPR, Reading, Southampton, Stoke, Sunderland, Swansea, Tottenham, WestBrom, WestHam, Wigan, Wolves }
@attribute 'FullTimeHomeTeamGoals' numeric
@attribute 'FullTimeAwayTeamGoals' numeric
@attribute 'HalfTimeHomeTeamGoals' numeric
@attribute 'HalfTimeAwayTeamGoals' numeric
@attribute 'HomeTeamShots' numeric
@attribute 'AwayTeamShots' numeric
@attribute 'HomeTeamShotsOnTarget' numeric
@attribute 'AwayTeamShotsOnTarget' numeric
@attribute 'HomeTeamFoulsCommitted' numeric
@attribute 'AwayTeamFoulsCommitted' numeric
@attribute 'HomeTeamCorners' numeric
@attribute 'AwayTeamCorners' numeric
@attribute 'HomeTeamYellowCards' numeric
@attribute 'AwayTeamYellowCards' numeric
@attribute 'HomeTeamRedCards' numeric
@attribute 'AwayTeamRedCards' numeric
@attribute 'Bet365HomeWinOdds' numeric
@attribute 'Bet365DrawOdds' numeric
@attribute 'Bet365AwayWinOdds' numeric
@attribute 'LadbrooksHomeWinOdds' numeric
@attribute 'LadbrooksDrawOdds' numeric
@attribute 'LadbrooksAwayWinOdds' numeric
@attribute 'WilliamHillHomeWinOdds' numeric
@attribute 'WilliamHillDrawOdds' numeric
@attribute 'WilliamHillAwayWinOdds' numeric
@attribute 'MatchRating' numeric
@attribute 'HomeWinFairOdds' numeric
@attribute 'DrawFairOdds' numeric
@attribute 'AwayWinFairOdds' numeric
@attribute 'HomeTeamLeagueScoreToThisPoint' numeric
@attribute 'AwayTeamLeagueScoreToThisPoint' numeric
@attribute 'class' { D,H,A }
@data
Wolves,Burnley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-5,2.59,3.31,3.25,16,19,H
Birmingham,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-2,2.31,3.34,3.8,28,41,D
Burnley,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-1,2.23,3.36,4.01,19,16,D
Fulham,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-6,2.69,3.32,3.09,26,33,D
Liverpool,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4,1.9,3.59,5.25,27,19,H
ManCity,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,2.02,3.47,4.71,29,21,H
Sunderland,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,2.02,3.47,4.71,21,18,D
WestHam,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-4,2.49,3.32,3.42,15,14,H
Wigan,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-3,2.39,3.32,3.61,18,19,D
Arsenal,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-5,2.59,3.31,3.25,35,35,H
Hull,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-14,4.06,3.62,2.11,17,37,A
Blackburn,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,2.02,3.47,4.71,20,22,D
Chelsea,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-4,2.49,3.32,3.42,42,27,H
Everton,Burnley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,1.96,3.53,4.97,19,20,H
Stoke,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-8,2.94,3.35,2.8,21,29,A
Tottenham,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7,1.74,3.85,6.16,34,18,H
Wolves,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-3,2.39,3.32,3.61,19,32,A
AstonVilla,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,2.02,3.47,4.71,35,30,A
Bolton,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6,1.79,3.75,5.84,17,17,D
ManUnited,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,17,1.37,6.3,9.32,40,19,H
Portsmouth,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-8,2.94,3.35,2.8,14,38,A
Stoke,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-9,3.08,3.37,2.67,21,27,H
Arsenal,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12,1.53,4.61,7.86,41,22,D
Birmingham,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-6,2.69,3.32,3.09,32,43,D
ManCity,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7,1.74,3.85,6.16,35,21,H
Chelsea,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,1.84,3.67,5.54,45,23,H
Everton,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-4,2.49,3.32,3.42,23,38,H
ManUnited,Burnley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12,1.53,4.61,7.86,44,20,H
Stoke,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-6,2.69,3.32,3.09,24,33,D
Tottenham,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14,1.46,5.12,8.51,37,18,D
Wolves,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,2.02,3.47,4.71,19,19,A
AstonVilla,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,1.61,4.24,7.17,35,18,D
Blackburn,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-8,2.94,3.35,2.8,21,27,H
Bolton,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-9,3.08,3.37,2.67,18,42,A
Arsenal,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12,1.53,4.61,7.86,45,18,H
Liverpool,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-5,2.59,3.31,3.25,34,38,H
ManUnited,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,18,1.34,6.88,9.51,47,19,H
Bolton,Burnley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,1.84,3.67,5.54,18,20,H
Portsmouth,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,2.08,3.43,4.46,14,19,D
Tottenham,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6,1.79,3.75,5.84,38,27,H
Wolves,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-11,3.41,3.44,2.42,19,37,D
AstonVilla,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-13,3.82,3.55,2.21,36,48,D
Blackburn,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,2.08,3.43,4.46,24,22,H
Chelsea,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4,1.9,3.59,5.25,48,33,H
Everton,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12,1.53,4.61,7.86,26,23,H
Birmingham,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-5,2.59,3.31,3.25,33,41,D
Burnley,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-18,5.44,4,1.78,20,51,A
Fulham,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-2,2.31,3.34,3.8,27,37,A
Hull,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-1,2.23,3.36,4.01,19,20,D
Liverpool,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4,1.9,3.59,5.25,38,21,H
WestHam,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,2.15,3.39,4.23,20,27,D
Wigan,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-11,3.41,3.44,2.42,22,29,A
Arsenal,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-1,2.23,3.36,4.01,49,50,A
ManCity,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8,1.7,3.96,6.49,38,15,H
Sunderland,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-7,2.81,3.33,2.94,23,25,D
Hull,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-19,5.94,4.14,1.71,20,54,D
Fulham,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-2,2.31,3.34,3.8,27,15,H
Bolton,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,2.02,3.47,4.71,21,30,D
Burnley,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-9,3.08,3.37,2.67,20,21,H
Hull,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-15,4.33,3.69,2.02,21,41,H
Liverpool,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,2.15,3.39,4.23,41,32,H
ManUnited,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,22,1.24,11.66,9.78,53,15,H
Stoke,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-3,2.39,3.32,3.61,26,28,H
Sunderland,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-2,2.31,3.34,3.8,24,22,D
Tottenham,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,1.96,3.53,4.97,42,40,D
Birmingham,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,1.96,3.53,4.97,34,21,H
Chelsea,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,1.84,3.67,5.54,55,49,H
Fulham,Burnley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,2.15,3.39,4.23,31,23,H
ManCity,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,12,1.53,4.61,7.86,41,22,H
Portsmouth,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-6,2.69,3.32,3.09,15,25,D
Wigan,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-6,2.69,3.32,3.09,23,29,D
Arsenal,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-6,2.69,3.32,3.09,49,44,H
AstonVilla,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-21,7.29,4.48,1.57,41,56,D
Blackburn,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,2.15,3.39,4.23,28,24,H
Everton,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-6,2.69,3.32,3.09,32,58,H
WestHam,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,2.15,3.39,4.23,21,37,H
Wolves,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-10,3.24,3.4,2.54,21,43,H
Stoke,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-4,2.49,3.32,3.42,30,44,D
Wigan,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,2.02,3.47,4.71,24,22,D
Arsenal,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8,1.7,3.96,6.49,52,26,H
Everton,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-9,3.08,3.37,2.67,35,57,H
Portsmouth,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-15,4.33,3.69,2.02,16,31,A
WestHam,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,1.96,3.53,4.97,24,24,H
Wolves,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-15,4.33,3.69,2.02,24,58,A
AstonVilla,Burnley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,10,1.61,4.24,7.17,42,23,H
Blackburn,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,1.96,3.53,4.97,31,23,H
Fulham,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,2.08,3.43,4.46,34,37,H
ManCity,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,2.15,3.39,4.23,45,44,D
Wigan,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,2.08,3.43,4.46,25,43,A
ManUnited,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8,1.7,3.96,6.49,57,27,H
Birmingham,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,2.15,3.39,4.23,37,25,H
Bolton,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-2,2.31,3.34,3.8,23,24,H
Burnley,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-1,2.23,3.36,4.01,23,16,A
Chelsea,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6,1.79,3.75,5.84,61,46,A
Stoke,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,1.96,3.53,4.97,34,55,A
Liverpool,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,2.15,3.39,4.23,45,34,H
Sunderland,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-10,3.24,3.4,2.54,26,37,D
Tottenham,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-5,2.59,3.31,3.25,46,38,H
Arsenal,Burnley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9,1.65,4.09,6.83,58,23,H
WestHam,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7,1.74,3.85,6.16,27,26,A
Wolves,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-15,4.33,3.69,2.02,24,60,A
Everton,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,11,1.57,4.41,7.51,38,24,H
Wigan,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-8,2.94,3.35,2.8,25,48,H
Portsmouth,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-4,2.49,3.32,3.42,19,40,A
Sunderland,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-1,2.23,3.36,4.01,27,29,H
Burnley,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-11,3.41,3.44,2.42,23,34,D
Birmingham,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-6,2.69,3.32,3.09,43,41,D
Bolton,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-4,2.49,3.32,3.42,29,28,H
Burnley,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-4,2.49,3.32,3.42,24,24,A
Chelsea,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,2.02,3.47,4.71,61,27,H
Hull,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-10,3.24,3.4,2.54,24,61,A
Stoke,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-3,2.39,3.32,3.61,35,45,D
Tottenham,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,4,1.9,3.59,5.25,49,34,H
ManUnited,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6,1.79,3.75,5.84,63,38,H
Sunderland,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-3,2.39,3.32,3.61,30,49,D
Liverpool,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9,1.65,4.09,6.83,48,19,H
Wigan,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-12,3.6,3.49,2.31,28,46,A
Arsenal,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9,1.65,4.09,6.83,64,27,H
AstonVilla,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9,1.65,4.09,6.83,49,27,D
Everton,Bolton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,6,1.79,3.75,5.84,42,32,H
Portsmouth,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-1,2.23,3.36,4.01,19,24,H
Stoke,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-6,2.69,3.32,3.09,36,52,A
Sunderland,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,2.02,3.47,4.71,31,44,H
Wigan,Burnley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,2,2.02,3.47,4.71,28,24,H
Blackburn,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-6,2.69,3.32,3.09,34,64,D
Fulham,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-1,2.23,3.36,4.01,38,50,A
ManUnited,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7,1.74,3.85,6.16,66,51,H
WestHam,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-2,2.31,3.34,3.8,27,28,A
AstonVilla,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,2.15,3.39,4.23,50,34,D
Blackburn,Birmingham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,2.08,3.43,4.46,35,44,H
ManCity,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-3,2.39,3.32,3.61,53,45,A
Portsmouth,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-7,2.81,3.33,2.94,22,65,A
Birmingham,Arsenal,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-12,3.6,3.49,2.31,44,67,D
Bolton,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-9,3.08,3.37,2.67,32,69,A
Chelsea,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,3,1.96,3.53,4.97,68,51,H
Hull,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-9,3.08,3.37,2.67,24,38,H
Tottenham,Portsmouth,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,14,1.46,5.12,8.51,55,22,H
WestHam,Stoke,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-6,2.69,3.32,3.09,27,36,A
Wolves,Everton,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-10,3.24,3.4,2.54,31,48,D
Burnley,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-10,3.24,3.4,2.54,24,38,A
Liverpool,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-3,2.39,3.32,3.61,51,35,H
ManCity,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8,1.7,3.96,6.49,53,31,H
Arsenal,Wolves,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,8,1.7,3.96,6.49,68,32,H
Bolton,AstonVilla,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-2,2.31,3.34,3.8,32,51,A
Burnley,ManCity,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-10,3.24,3.4,2.54,24,56,A
ManUnited,Chelsea,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-4,2.49,3.32,3.42,72,71,A
Portsmouth,Blackburn,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-11,3.41,3.44,2.42,22,41,D
Stoke,Hull,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,7,1.74,3.85,6.16,39,27,H
Sunderland,Tottenham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-5,2.59,3.31,3.25,35,58,H
Birmingham,Liverpool,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-6,2.69,3.32,3.09,45,54,D
Everton,WestHam,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,19,1.31,7.61,9.66,49,27,D
Fulham,Wigan,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,5,1.84,3.67,5.54,38,31,H
Hull,Burnley,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,1,2.08,3.43,4.46,27,24,A
WestHam,Sunderland,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-14,4.06,3.62,2.11,28,38,H
Blackburn,ManUnited,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,-12,3.6,3.49,2.31,42,72,D
Liverpool,Fulham,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,9,1.65,4.09,6.83,55,41,D
